0.05	7.0	6.123233995736766e-17	NaN	NaN
0.15000000000000002	7.0	6.123233995736766e-17	0.21388343572278523	0.01711755129736637
0.25	7.0	6.123233995736766e-17	0.1945288180972421	0.016358777901910683
0.35	7.0	6.123233995736766e-17	0.2177604339942858	0.015617760652900912
0.45	7.0	6.123233995736766e-17	0.187236923020301	0.016770455112433254
0.55	7.0	6.123233995736766e-17	0.21137017891566967	0.01652266526515788
0.6499999999999999	7.0	6.123233995736766e-17	0.21594643274813802	0.016974924915571284
0.75	7.0	6.123233995736766e-17	0.19419304920003516	0.014770688897987013
0.8500000000000001	7.0	6.123233995736766e-17	0.19925542439350874	0.019562971355852422
0.95	7.0	6.123233995736766e-17	0.2148785371660741	0.018631937515801552
1.05	7.0	6.123233995736766e-17	0.22992237859308007	0.015386537851704601
1.15	7.0	6.123233995736766e-17	0.23023361966474554	0.017188673358496186
1.25	7.0	6.123233995736766e-17	0.23938080252410296	0.014832711302080363
1.35	7.0	6.123233995736766e-17	0.23835141408402719	0.0176352439860138
1.45	7.0	6.123233995736766e-17	0.2646762309748727	0.015994591750295273
1.55	7.0	6.123233995736766e-17	0.23064641876588365	0.017175297700715887
1.65	7.0	6.123233995736766e-17	0.22990497299423113	0.01618720687238191
1.75	7.0	6.123233995736766e-17	0.2752146043885091	0.017402562482468638
1.85	7.0	6.123233995736766e-17	0.27433879980450016	0.017697478610574177
1.95	7.0	6.123233995736766e-17	0.2949544900295919	0.01721740184996577
2.05	7.0	6.123233995736766e-17	0.25938718119178983	0.017048070116151066
2.1500000000000004	7.0	6.123233995736766e-17	0.272905838983122	0.01714673098908478
2.25	7.0	6.123233995736766e-17	0.2812939948319501	0.01758662439240371
2.3499999999999996	7.0	6.123233995736766e-17	0.2948527456074177	0.014640651835932494
2.45	7.0	6.123233995736766e-17	0.30498817118668425	0.015398951265815964
2.55	7.0	6.123233995736766e-17	0.29391554707777384	0.018804870597247905
2.6500000000000004	7.0	6.123233995736766e-17	0.2918560816469583	0.01726968323139156
2.75	7.0	6.123233995736766e-17	0.28407212115048	0.016915117814109162
2.8499999999999996	7.0	6.123233995736766e-17	0.30463367615975373	0.016327438994561478
2.95	7.0	6.123233995736766e-17	0.28397010229631325	0.01594023243351186
3.05	7.0	6.123233995736766e-17	0.3434421752229751	0.01671994467421472
3.1500000000000004	7.0	6.123233995736766e-17	0.3142020017672234	0.01754791913639505
3.25	7.0	6.123233995736766e-17	0.3527597875171719	0.015457750601111927
